Consultant;Main_New_Gloss;D_Start_HS;N-D_Start_HS;D_End_HS;N-D_End_HS;Passive_Arm;Start;End;Session_Scene
Liz;IX:i;1;;1;;N;1362;1400;ASL_2008_02_0119
Liz;IX:i;1;;1;;N;1860;1894;ASL_2008_02_1543
Liz;IX:i;1;;1;;N;2100;2122;ASL_2008_03_289
Tyler;IX:i;1;;1;;N;3375;3395;ASL_2008_05_29a47
Naomi;IX:i;1;;1;;N;1652;1677;ASL_2008_08_1315
Brady;IX:i;1;;1;;N;3974;4001;ASL_2011_06_14_Brady32
Brady;IX:i;1;;1;;N;1691;1719;ASL_2011_07_19_Brady37
Brady;IX:i;1;;1;;N;119;139;ASL_2011_07_19_Brady114
Liz;IX:i;1;;1;;N;1425;1472;ASL_2008_03_2810
Brady;IX:i;1;;1;;N;1473;1488;ASL_2011_07_19_Brady114
Liz;IX:i;3;;3;;N;895;930;ASL_2008_03_2815
Liz;IX-honorific:i;B-L;;B-L;;N;2325;2345;ASL_2008_03_289
Brady;IX-honorific:i;B-L;;B-L;;N;349;366;ASL_2011_07_19_Brady114
Liz;IX-2p-pl-arc;1;;1;;N;630;657;ASL_2008_03_2848
Brady;IX-2p-pl-arc;1;;1;;N;892;908;ASL_2011_07_22_Brady36
Liz;IX-2p-pl-arc;1;;1;;N;675;717;ASL_2008_03_2815
Liz;IX-2p-pl-arc;1;;1;;N;355;405;ASL_2008_03_2848
Brady;IX-2p-pl-arc;1;;1;;N;100;127;ASL_2011_07_19_Brady116
Brady;IX-2p-pl-arc;1;;1;;N;1800;1829;ASL_2011_07_22_Brady36
Lana;(1)FAR;1;;1;;N;320;361;ASL_2006_10_109
Dana;(1)FAR;1;;1;;N;335;381;ASL_2007_05_2413
Liz;HEAD;bent-B;;bent-B;;N;1543;1582;ASL_2008_02_0119
Tyler;HEAD;bent-B-L;;bent-B-L;;N;3600;3625;ASL_2008_05_29a47
Naomi;HEAD;bent-B-L;;bent-B-L;;N;2301;2327;ASL_2008_08_1315
Brady;HEAD;C;;bent-B-L;;N;4183;4203;ASL_2011_06_14_Brady32
Lana;HEAD;bent-B-L;;bent-B-L;;N;1070;1090;ASL_2006_10_1014
Dana;HEAD;bent-B;;bent-B;;N;1430;1467;ASL_2007_05_2417
Liz;HEADLINE;crvd-L;;crvd-L;;N;2220;2257;ASL_2008_02_0119
Naomi;HEADLINE;crvd-L;;crvd-L;;N;2958;2990;ASL_2008_08_1315
Brady;HEADLINE;crvd-L;;crvd-L;;N;4610;4637;ASL_2011_06_14_Brady32
Liz;HEARING-AID;X;;X;;N;2565;2595;ASL_2008_02_0119
Tyler;HEARING-AID;X;;X;;N;4870;4905;ASL_2008_05_29a47
Naomi;HEARING-AID;X;;X;;N;3250;3280;ASL_2008_08_1315
Brady;HEARING-AID;X;;X;;N;4833;4861;ASL_2011_06_14_Brady32
Lana;HEARING-AID;X;;X;;N;1751;1774;ASL_2006_10_1014
Dana;HEARING-AID;X;;X;;N;2112;2154;ASL_2007_05_2417
Liz;PUT-ON-HEARING-AID;X;;X;;N;1590;1635;ASL_2008_02_293
Brady;PUT-ON-HEARING-AID;X;;X;;N;396;412;ASL_2011_07_19_Brady48
Liz;Q-TIP;X-over-thumb;;X-over-thumb;;N;305;362;ASL_2008_02_0120
Brady;Q-TIP;X-over-thumb;;X-over-thumb;;N;5069;5105;ASL_2011_06_14_Brady32
Liz;HEARING;1;;1;;N;567;611;ASL_2008_02_0120
Tyler;HEARING;1;;1;;N;290;335;ASL_2008_05_29a48
Naomi;HEARING;1;;1;;N;380;411;ASL_2008_08_1316
Brady;HEARING;1;;1;;N;5545;5564;ASL_2011_06_14_Brady32
Lana;HEARING;1;;1;;N;1336;1368;ASL_2006_10_1014
Lana;HEARING;1;;1;;N;2474;2504;ASL_2006_10_1022
Dana;HEARING;1;;1;;N;1705;1762;ASL_2007_05_2417
Liz;HEART;25;;25;;N;1056;1107;ASL_2008_02_0120
Tyler;HEART;25;;25;;N;647;701;ASL_2008_05_29a48
Naomi;HEART;25;;25;;N;970;1010;ASL_2008_08_1316
Brady;HEART;25;;25;;N;7525;7550;ASL_2011_06_14_Brady32
Liz;TOUCH-HEART;25;;25;;N;847;901;ASL_2008_02_0127
Tyler;TOUCH-HEART;25;;25;;N;576;605;ASL_2008_05_29b3
Naomi;TOUCH-HEART;25;;25;;N;1010;1057;ASL_2008_08_1323
Tyler;TRACE-HEART;25;25;25;25;N;1037;1075;ASL_2008_05_29a48
Brady;TRACE-HEART;25;25;25;25;N;7809;7846;ASL_2011_06_14_Brady32
Liz;TRACE-HEART;1;1;1;1;N;1335;1385;ASL_2008_02_0120
Naomi;TRACE-HEART;1;1;1;1;N;2223;2252;ASL_2008_08_1316
Brady;TRACE-HEART;1;1;1;1;N;306;342;ASL_2011_06_14_Brady33
Liz;HEAVEN;B-L;B-L;bent-B-L;bent-B-L;N;2180;2235;ASL_2008_02_0120
Brady;HEAVEN;C;C;bent-B-L;bent-B-L;N;1877;1913;ASL_2011_06_14_Brady33
Tyler;HEAVEN_2;B-L;B-L;bent-B-L;bent-B-L;N;1850;1890;ASL_2008_05_29a48
Naomi;HEAVEN_3;B-L;crvd-B;crvd-B;crvd-B;N;4558;4592;ASL_2008_08_1316
Liz;HEIGHT;Y;Y;Y;Y;N;2716;2766;ASL_2008_02_0120
Naomi;HEIGHT;Y;Y;Y;Y;N;5235;5271;ASL_2008_08_1316
Liz;HEIGHT_2;1;;1;;N;460;520;ASL_2008_02_0121
Naomi;HEIGHT_2;1;;1;;N;5471;5496;ASL_2008_08_1316
Liz;HELL;U/H;;U/H;;N;930;960;ASL_2008_02_0121
Naomi;HELL;U/H;;U/H;;N;915;937;ASL_2008_08_1317
Brady;HELL;U/H;;U/H;;N;3500;3519;ASL_2011_06_14_Brady33
Tyler;fs-HELL;U/H;;L;;N;460;490;ASL_2008_05_29a49
Brady;fs-HELL;U/H;;L;;N;4063;4077;ASL_2011_06_14_Brady33
Liz;POSS-1p;B-L;;B-L;;N;2386;2445;ASL_2008_02_155
Liz;POSS-1p;B-L;;B-L;;N;217;260;ASL_2008_02_1514
Tyler;POSS-1p;B-L;;B-L;;N;3260;3288;ASL_2008_06_1021
Brady;POSS-1p;B-L;;B-L;;N;4924;4956;ASL_2011_06_08_Brady27
Brady;POSS-1p;B-L;;B-L;;N;3054;3078;ASL_2011_07_19_Brady2
Liz;POSS-1p;crvd-flat-B;;crvd-flat-B;;N;326;370;ASL_2008_02_1528
Brady;POSS-1p;crvd-B;;crvd-B;;N;1922;1940;ASL_2011_07_19_Brady23
Lana;POSS-1p;B-L;;B-L;;N;1980;1996;ASL_2006_10_1020
Dana;POSS-1p;crvd-flat-B;;crvd-flat-B;;N;1930;1951;ASL_2007_05_2422
Liz;POSS+:i;B-L;;B-L;;N;2170;2206;ASL_2008_02_0121
Liz;POSS+:i;B-L;;B-L;;N;215;257;ASL_2008_02_0122
Tyler;POSS+:i;B-L;;B-L;;N;1516;1535;ASL_2008_05_29a49
Tyler;POSS+:i;B-L;;B-L;;N;2645;2666;ASL_2008_05_29a49
Naomi;POSS+:i;B-L;;B-L;;N;2225;2245;ASL_2008_08_1317
Naomi;POSS+:i;B-L;;B-L;;N;2925;2950;ASL_2008_08_1317
Brady;POSS+:i;B-L;;B-L;;N;4902;4925;ASL_2011_06_14_Brady33
Brady;POSS+:i;B-L;;B-L;;N;759;775;ASL_2011_06_14_Brady34
Liz;POSS+:i;B-L;;B-L;;N;1135;1166;ASL_2008_03_289
Brady;POSS+:i;B-L;;B-L;;N;4517;4576;ASL_2011_07_19_Brady113
Liz;POSS+:i;B-L;;B-L;;N;915;945;ASL_2008_03_289
Liz;POSS+:i;B-L;;B-L;;N;1315;1370;ASL_2008_03_2848
Brady;POSS+:i;B-L;;B-L;;N;4302;4328;ASL_2011_07_19_Brady113
Liz;POSS-2p;B-L;;B-L;;N;1095;1120;ASL_2008_03_2848
Brady;POSS-2p;B-L;;B-L;;N;2481;2516;ASL_2011_07_22_Brady36
Brady;POSS-2p;B-L;;B-L;;N;2736;2775;ASL_2011_07_22_Brady36
Liz;HIGH;U/H;;U/H;;N;1492;1531;ASL_2008_02_0122
Tyler;HIGH;U/H;;U/H;;N;2295;2325;ASL_2008_05_29a48
Tyler;HIGH;U/H;;U/H;;N;1080;1102;ASL_2008_05_29a50
Naomi;HIGH;U/H;;U/H;;N;1840;1855;ASL_2008_08_1318
Brady;HIGH;U/H;;U/H;;N;1218;1234;ASL_2011_06_14_Brady34
Lana;HIGH;U/H;;U/H;;N;2430;2458;ASL_2006_10_1014
Dana;HIGH;U/H;;U/H;;N;2732;2766;ASL_2007_05_2417
Liz;HIGHWAY;U/H;U/H;bent-U;bent-U;N;1771;1825;ASL_2008_02_0122
Naomi;HIGHWAY;U/H;U/H;bent-U;bent-U;N;2182;2202;ASL_2008_08_1318
Brady;HIGHWAY;bent-U;bent-U;bent-U;bent-U;N;2119;2142;ASL_2011_06_14_Brady34
Tyler;HIGHWAY;bent-U;bent-U;bent-U;bent-U;N;1275;1317;ASL_2008_05_29a50
Liz;SELF-1p;10;;10;;N;1165;1210;ASL_2008_02_1514
Tyler;SELF-1p;10;;10;;N;688;741;ASL_2008_06_1022
Liz;SELF-1p;A;;A;;N;966;1015;ASL_2008_02_1514
Brady;SELF-1p;10;;10;;N;2340;2370;ASL_2011_07_19_Brady23
Liz;SELF-1p;A;;10;;N;530;577;ASL_2008_02_1528
Liz;SELF+:i;10;;10;;N;2260;2301;ASL_2008_02_0122
Liz;SELF+:i;10;;10;;N;3020;3037;ASL_2008_02_2925
Tyler;SELF+:i;10;;10;;N;1775;1800;ASL_2008_05_29a50
Naomi;SELF+:i;10;;10;;N;4030;4055;ASL_2008_08_1318
Brady;SELF+:i;10;;10;;N;3341;3369;ASL_2011_06_14_Brady34
Liz;SELF+:i;10;;10;;N;1355;1390;ASL_2008_03_289
Liz;SELF+:i;10;;10;;N;1817;1870;ASL_2008_03_2848
Brady;SELF+:i;10;;10;;N;4713;4755;ASL_2011_07_19_Brady113
Liz;SELF-2p;10;;10;;N;1571;1600;ASL_2008_03_2848
Brady;SELF-2p;10;;10;;N;341;355;ASL_2011_07_19_Brady76
Brady;SELF-2p;10;;10;;N;2984;2998;ASL_2011_07_22_Brady36
Brady;SELF-2p;10;;10;;N;3209;3269;ASL_2011_07_22_Brady36
Liz;LONG-AGO;5;;5;;N;1007;1091;ASL_2008_02_0152
Tyler;LONG-AGO;5;;5;;N;1052;1097;ASL_2008_06_104
Naomi;LONG-AGO;5;;5;;N;820;895;ASL_2008_08_13_session27
Brady;LONG-AGO;5;;5;;N;800;859;ASL_2011_06_14_Brady51
Liz;LONG-AGO;B-L;B-L;B-L;B-L;N;2715;2800;ASL_2008_02_0122
Tyler;LONG-AGO;5;5;5;5;N;1280;1332;ASL_2008_05_12a11
Naomi;LONG-AGO;5;5;5;5;N;4617;4670;ASL_2008_08_1318
Brady;LONG-AGO;5;5;5;5;N;3758;3811;ASL_2011_06_14_Brady34
Liz;HISTORY;U/H;;U/H;;N;246;300;ASL_2008_02_0123
Tyler;HISTORY;U/H;;U/H;;N;2717;2760;ASL_2008_05_29a50
Naomi;HISTORY;U/H;;U/H;;N;4950;4995;ASL_2008_08_1318
Brady;HISTORY;U/H;;U/H;;N;3991;4020;ASL_2011_06_14_Brady34
Lana;HISTORY;U/H;;U/H;;N;2724;2754;ASL_2006_10_1014
Dana;HISTORY;U/H;;U/H;;N;3004;3056;ASL_2007_05_2417
Liz;SUSPEND;1;1;X;X;N;820;877;ASL_2008_02_0123
Tyler;SUSPEND;1;1;X;X;N;945;977;ASL_2008_05_29a51
Naomi;SUSPEND;L;L;L-X;L-X;N;1118;1163;ASL_2008_08_1319
Brady;SUSPEND;1;1;X;X;N;4964;4998;ASL_2011_06_14_Brady34
Liz;HOLY;U/H;B-L;U/H;B-L;N;2027;2085;ASL_2008_02_0123
Tyler;HOLY;U/H;B-L;U/H;B-L;N;2335;2370;ASL_2008_05_29a51
Brady;fs-HOLY;U/H;;Y;;N;2102;2125;ASL_2011_06_14_Brady35
Liz;HOME;flat-O;;flat-O;;N;2780;2820;ASL_2008_02_0123
Liz;HOME;flat-O;;flat-O;;N;2130;2176;ASL_2010_08_10_Liz_additional_lexicon_signs8
Tyler;HOME;flat-O;;flat-O;;N;2562;2585;ASL_2008_05_29a51
Naomi;HOME;flat-O;;flat-O;;N;4800;4822;ASL_2008_08_1319
Brady;HOME;flat-O;;flat-O;;N;2469;2489;ASL_2011_06_14_Brady35
Brady;HOME;flat-O;;flat-O;;N;237;263;ASL_2011_07_19_Brady23
Lana;HOME;flat-O;;flat-O;;N;348;378;ASL_2006_10_1015
Dana;HOME;flat-O;;flat-O;;N;303;342;ASL_2007_05_2418
Liz;DORM;D;;D;;N;1895;1925;ASL_2008_01_1822
Tyler;DORM;D;;D;;N;2906;2936;ASL_2008_05_29a2
Naomi;DORM;D;;D;;N;1917;1940;ASL_2008_08_0622
Brady;DORM;D;;D;;N;2839;2864;ASL_2011_06_14_Brady6
Brady;HOMEWORK;5;Rlxd;S;S;N;2718;2737;ASL_2011_06_14_Brady35
Liz;HOME+WORK;flat-O;S;S;S;N;3020;3071;ASL_2008_02_0123
Tyler;HOME+WORK;O;S;S;S;N;2750;2787;ASL_2008_05_29a51
Naomi;HOME+WORK;flat-O;S;S;S;N;4985;5008;ASL_2008_08_1319
Lana;HOME+WORK;flat-O;S;S;S;N;932;985;ASL_2006_10_1014
Dana;HOME+WORK;flat-O;;S;S;N;1297;1350;ASL_2007_05_2417
Tyler;HONEY/DEAR;U/H;;U/H;;N;3190;3215;ASL_2008_05_29a51
Brady;HONEY/DEAR;U/H;;U/H;;N;2956;2981;ASL_2011_06_14_Brady35
Liz;ns-nat-HONG-KONG;loose-E;;crvd-5;;N;692;719;ASL_2008_02_0124
Brady;ns-nat-HONG-KONG;S;;crvd-5;;N;3795;3819;ASL_2011_06_14_Brady35
Liz;CAR-HORN;5;S;5;S;N;1002;1055;ASL_2008_02_0124
Tyler;CAR-HORN;5;S;5;S;N;1910;1950;ASL_2008_05_29a52
Brady;CAR-HORN;5;S;5;S;N;4128;4149;ASL_2011_06_14_Brady35
Naomi;CAR-HORN;5;A;5;A;N;2015;2053;ASL_2008_08_1320
Tyler;HONOR;U/H;U/H;U/H;U/H;N;2156;2182;ASL_2008_05_29a52
Naomi;HONOR;U/H;U/H;U/H;U/H;N;5096;5135;ASL_2008_08_1320
Liz;HONOR;U/H;;U/H;;N;1220;1255;ASL_2008_02_0124
Brady;HONOR;U/H;;U/H;;N;4391;4413;ASL_2011_06_14_Brady35
Liz;RESPECT;R;R;R;R;N;3210;3260;ASL_2010_08_10_Liz_additional_lexicon_signs7
Brady;RESPECT;R;R;R;R;N;1822;1849;ASL_2011_07_19_Brady57
Liz;RESPECT;R;;R;;N;1815;1847;ASL_2008_02_2912
Brady;RESPECT;R;;R;;N;1626;1657;ASL_2011_07_19_Brady57
Liz;HOPE;B-L;B-L;bent-B-L;bent-B-L;N;1470;1500;ASL_2008_02_0124
Tyler;HOPE;B-L;B-L;bent-B-L;bent-B-L;N;2355;2372;ASL_2008_05_29a52
Naomi;HOPE;B-L;B-L;bent-B-L;bent-B-L;N;6005;6020;ASL_2008_08_1320
Brady;HOPE;B-L;B-L;bent-B-L;bent-B-L;N;4615;4635;ASL_2011_06_14_Brady35
Liz;HOSPITAL;U-L;;bent-U-L;;N;2460;2507;ASL_2008_02_0124
Naomi;HOSPITAL;U/H;;bent-U;;N;7310;7340;ASL_2008_08_1320
Brady;HOSPITAL;U-L;;U-L;;N;5571;5592;ASL_2011_06_14_Brady35
Lana;HOSPITAL;U/H;;U/H;;N;641;681;ASL_2006_10_1015
Dana;HOSPITAL;U/H;;U/H;;N;554;616;ASL_2007_05_2418
Liz;HOSPITAL;10;;10;;N;1492;1577;ASL_2010_08_10_Liz_additional_lexicon_signs6
Liz;(B)HOSPITAL_2;B;;B;;N;4470;4550;ASL_2010_08_10_Liz_additional_lexicon_signs11
Brady;(B)HOSPITAL_2;U/H;;U/H;;N;6029;6057;ASL_2011_06_14_Brady35
Liz;MEDICAL-PATIENT;P/K;;P/K;;N;2766;2810;ASL_2008_02_1532
Brady;MEDICAL-PATIENT;P/K;;P/K;;N;2433;2467;ASL_2011_07_19_Brady27
Liz;HOT;C;;C;;N;222;255;ASL_2008_02_0125
Naomi;HOT;5-C-L;;5-C-L;;N;7742;7755;ASL_2008_08_1320
Brady;HOT;crvd-5;;crvd-5;;N;6300;6313;ASL_2011_06_14_Brady35
Lana;HOT;5-C-L;;5-C-L;;N;1533;1555;ASL_2006_09_2661
Liz;SAUSAGE/HOT-DOG;crvd-5;crvd-5;S;S;N;339;385;ASL_2008_01_1131
Liz;SAUSAGE/HOT-DOG;S;S;S;S;N;407;445;ASL_2008_02_0125
Tyler;SAUSAGE/HOT-DOG;crvd-5;crvd-5;S;S;N;1162;1190;ASL_2008_05_12a20
Tyler;SAUSAGE/HOT-DOG;S;S;S;S;N;270;290;ASL_2008_05_29b1
Naomi;SAUSAGE/HOT-DOG;crvd-5;crvd-5;S;S;N;762;796;ASL_2008_08_0420
Naomi;SAUSAGE/HOT-DOG;S;S;S;S;N;240;265;ASL_2008_08_1321
Brady;SAUSAGE/HOT-DOG;crvd-sprd-B;crvd-sprd-B;S;S;N;7995;8025;ASL_2011_06_08_Brady15
Lana;HOUR;1;B-L;1;B-L;N;1458;1484;ASL_2006_10_1014
Dana;HOUR;1;B-L;1;B-L;N;1845;1889;ASL_2007_05_2417
Liz;HOUR;1;B-L;1;B-L;N;635;695;ASL_2008_02_0125
Tyler;HOUR;1;B-L;1;B-L;N;480;531;ASL_2008_05_29b1
Naomi;HOUR;1;B-L;1;B-L;N;1375;1410;ASL_2008_08_1321
Brady;HOUR;1;B-L;1;B-L;N;2693;2722;ASL_2011_06_14_Brady37
Liz;ns-HOUSTON;U/H;;U/H;;N;1445;1477;ASL_2008_02_0125
Naomi;ns-HOUSTON;U/H;;U/H;;N;3960;3987;ASL_2008_08_1321
Liz;HOW;10;10;10;10;N;3595;3625;ASL_2008_02_0125
Liz;HOW;10;10;10;10;N;3900;3935;ASL_2008_02_0125
Tyler;HOW;10;10;10;10;N;2822;2850;ASL_2008_05_29b1
Naomi;HOW;A;10;A;10;N;5337;5360;ASL_2008_08_1321
Naomi;HOW;10;10;10;10;N;5569;5600;ASL_2008_08_1321
Brady;HOW;10;10;10;10;N;3894;3922;ASL_2011_06_14_Brady37
Brady;HOW;10;10;10;10;N;4533;4563;ASL_2011_06_14_Brady37
Liz;QMwg;X;;X;;N;526;555;ASL_2008_02_0126
Tyler;QMwg;X;;X;;N;361;382;ASL_2008_05_29b2
Naomi;QMwg;1;;X;;N;217;250;ASL_2008_08_1322
Brady;QMwg;X;;X;;N;6474;6506;ASL_2011_06_14_Brady37
Liz;HUMBLE;B-L;B-L;B-L;B-L;N;772;810;ASL_2008_02_0126
Liz;HUMBLE;B-L;B-L;B-L;B-L;N;1285;1325;ASL_2008_02_0126
Tyler;HUMBLE;B;crvd-B;B;crvd-B;N;600;620;ASL_2008_05_29b2
Naomi;HUMBLE;U/H;crvd-B;U/H;crvd-B;N;960;995;ASL_2008_08_1322
Brady;HUMBLE;1;B-L;B-L;B-L;N;7315;7339;ASL_2011_06_14_Brady37
Liz;ns-HUNGARY;5-C;;5-C;;N;2202;2246;ASL_2008_02_0126
Tyler;ns-HUNGARY;5-C;;5-C;;N;1260;1292;ASL_2008_05_29b2
Naomi;ns-HUNGARY;5-C-L;;5-C-L;;N;3277;3320;ASL_2008_08_1322
Brady;ns-HUNGARY;crvd-B;;crvd-B;;N;9294;9336;ASL_2011_06_14_Brady37
Liz;ns-nat-HUNGARY;L;;A;;N;2430;2455;ASL_2008_02_0126
Naomi;ns-nat-HUNGARY;L;;X-over-thumb;;N;3802;3820;ASL_2008_08_1322
Liz;HUNGRY/WISH;5-C;;5-C;;N;2726;2780;ASL_2008_02_0126
Liz;HUNGRY/WISH;5-C;;5-C;;N;736;773;ASL_2008_03_2843
Tyler;HUNGRY/WISH;5-C;;5-C;;N;2720;2755;ASL_2008_05_29b2
Naomi;HUNGRY/WISH;5-C-L;;5-C-L;;N;4137;4177;ASL_2008_08_1322
Liz;HURRICANE;U-L;U-L;bent-U-L;bent-U-L;N;3161;3224;ASL_2008_02_0126
Tyler;HURRICANE;U-L;U-L;bent-U-L;bent-U-L;N;3125;3175;ASL_2008_05_29b2
Naomi;HURRICANE;U-L;U-L;bent-U-L;bent-U-L;N;4812;4832;ASL_2008_08_1322
Liz;HURRY;U/H;U/H;U/H;U/H;N;420;445;ASL_2008_02_0127
Tyler;HURRY;U/H;U/H;U/H;U/H;N;200;235;ASL_2008_05_29b3
Naomi;HURRY;U/H;U/H;U/H;U/H;N;403;435;ASL_2008_08_1323
Lana;HURRY;U/H;U/H;U/H;U/H;N;1896;1922;ASL_2006_10_1014
Dana;HURRY;U/H;U/H;U/H;U/H;N;2243;2300;ASL_2007_05_2417
Liz;HURT;bent-1;bent-1;bent-1;bent-1;N;620;670;ASL_2008_02_0127
Liz;HURT;bent-1;bent-1;bent-1;bent-1;N;1013;1060;ASL_2008_02_2932
Liz;HURT;bent-1;bent-1;bent-1;bent-1;N;271;354;ASL_2008_02_2933
Tyler;HURT;bent-1;bent-1;bent-1;bent-1;N;370;410;ASL_2008_05_29b3
Lana;HURT;bent-1;bent-1;bent-1;bent-1;N;2164;2200;ASL_2006_10_1014
Naomi;HURT;bent-1;bent-1;bent-1;bent-1;N;698;745;ASL_2008_08_1323
Dana;HURT;1;1;1;1;N;2482;2533;ASL_2007_05_2417
Brady;HURT;bent-1;bent-1;bent-1;bent-1;N;1424;1458;ASL_2011_07_19_Brady83
Liz;THROAT-HURT;1;1;1;1;N;595;645;ASL_2008_03_2816
Brady;THROAT-HURT;bent-1;bent-1;bent-1;bent-1;N;909;952;ASL_2011_07_19_Brady117
Liz;HEADACHE;bent-1;bent-1;bent-1;bent-1;N;1801;1860;ASL_2008_02_0119
Tyler;HEADACHE;bent-1;bent-1;bent-1;bent-1;N;3802;3840;ASL_2008_05_29a47
Naomi;HEADACHE;bent-1;bent-1;bent-1;bent-1;N;2591;2630;ASL_2008_08_1315
Brady;HEADACHE;bent-1;bent-1;bent-1;bent-1;N;4377;4411;ASL_2011_06_14_Brady32
Liz;EAR-HURT;bent-1;bent-1;bent-1;bent-1;N;935;980;ASL_2008_01_1827
Tyler;EAR-HURT;bent-1;bent-1;bent-1;bent-1;N;625;665;ASL_2008_05_29a7
Brady;EAR-HURT;1;1;1;1;N;4588;4620;ASL_2011_06_14_Brady9
Liz;HYPOCRITE;B-L;B-L;bent-B-L;bent-B-L;N;1405;1447;ASL_2008_02_0127
Tyler;HYPOCRITE;B-L;B-L;bent-B-L;bent-B-L;N;1010;1036;ASL_2008_05_29b3
Naomi;HYPOCRITE;B-L;B-L;bent-B-L;bent-B-L;N;1615;1636;ASL_2008_08_1323
Liz;I;I;;I;;N;1620;1680;ASL_2008_02_0127
Tyler;I;I;;I;;N;1202;1237;ASL_2008_05_29b3
Naomi;I;I;;I;;N;2012;2052;ASL_2008_08_1323
Liz;I-LOVE-YOU;I-L-Y;;I-L-Y;;N;1840;1875;ASL_2008_02_0127
Tyler;I-LOVE-YOU;I-L-Y;;I-L-Y;;N;1405;1420;ASL_2008_05_29b3
Naomi;I-LOVE-YOU;I-L-Y;;I-L-Y;;N;2275;2292;ASL_2008_08_1323
Liz;ICE-CREAM;S;;S;;N;2606;2660;ASL_2008_02_0127
Tyler;ICE-CREAM;S;;S;;N;2106;2155;ASL_2008_05_29b3
Naomi;ICE-CREAM;S;;S;;N;3132;3155;ASL_2008_08_1323
Lana;ICE-CREAM;S;;S;;N;1326;1368;ASL_2006_10_1015
Dana;ICE-CREAM;S;;S;;N;1261;1330;ASL_2007_05_2418
Liz;IDEA;I;;I;;N;1040;1075;ASL_2008_02_0129
Tyler;IDEA;I;;I;;N;1045;1065;ASL_2008_05_29b4
Naomi;IDEA;I;;I;;N;1077;1095;ASL_2008_08_1324
Lana;IDEA;I;;I;;N;1717;1731;ASL_2006_10_1015
Dana;IDEA;I;;I;;N;1660;1690;ASL_2007_05_2418
Liz;IDENTIFY;I;B-L;I;B-L;N;1301;1361;ASL_2008_02_0129
Liz;IDENTIFY;I;B-L;I;B-L;N;1515;1560;ASL_2008_02_0129
Naomi;IDENTIFY;I;B-L;I;B-L;N;1477;1500;ASL_2008_08_1324
Naomi;IDENTIFY;I;B-L;I;B-L;N;4171;4195;ASL_2008_08_1324
Tyler;IDENTIFICATION;I;B-L;D;B-L;N;1245;1277;ASL_2008_05_29b4
Tyler;IDENTIFICATION;I;B-L;D;B-L;N;1486;1510;ASL_2008_05_29b4
Liz;IGNORE;4;;4;;N;2060;2096;ASL_2008_02_0129
Tyler;IGNORE;4;;4;;N;1922;1956;ASL_2008_05_29b4
Brady;IGNORE;4;;4;;N;334;351;ASL_2011_06_14_Brady39
Liz;IMAGINE;I;I;I;I;N;2236;2295;ASL_2008_02_0129
Tyler;IMAGINE;I;I;I;I;N;2148;2185;ASL_2008_05_29b4
Naomi;IMAGINE;I;I;I;I;N;5610;5653;ASL_2008_08_1324
Brady;IMAGINE;I;I;I;I;N;814;849;ASL_2011_06_14_Brady39
Liz;IMAGINE;I;I;I;I;N;705;756;ASL_2008_02_1531
Brady;IMAGINE;I;I;I;I;N;595;624;ASL_2011_07_19_Brady26
Liz;(P)PARANOID;P/K;P/K;P/K;P/K;N;503;542;ASL_2008_02_1531
Brady;(P)PARANOID;P/K;P/K;P/K;P/K;N;253;283;ASL_2011_07_19_Brady26
Tyler;HALLUCINATE;U/H;U/H;U/H;U/H;N;475;515;ASL_2008_05_29a50
Liz;HIGH-ON-DRUGS;U/H;;U/H;;N;826;881;ASL_2008_02_0122
Brady;HIGH-ON-DRUGS;U/H;;U/H;;N;1466;1484;ASL_2011_06_14_Brady34
Liz;FANTASY;F/9;F/9;F/9;F/9;N;1540;1595;ASL_2008_01_1838
Tyler;FANTASY;F/9;F/9;F/9;F/9;N;2567;2596;ASL_2008_05_29a18
Brady;FANTASY;F/9;F/9;F/9;F/9;N;3296;3346;ASL_2011_06_14_Brady16
Liz;IMMATURE;I;;I;;N;2645;2682;ASL_2008_02_0129
Tyler;IMMATURE;I;;I;;N;2367;2400;ASL_2008_05_29b4
Naomi;IMMATURE;I;;I;;N;5975;6015;ASL_2008_08_1324
Brady;IMMATURE;I;;I;;N;1015;1043;ASL_2011_06_14_Brady39
Liz;IMPORTANT;F/9;F/9;F/9;F/9;N;2891;2940;ASL_2008_02_0129
Tyler;IMPORTANT;F/9;F/9;F/9;F/9;N;2695;2730;ASL_2008_05_29b4
Naomi;IMPORTANT;F/9;F/9;F/9;F/9;N;6263;6305;ASL_2008_08_1324
Brady;IMPORTANT;F/9;F/9;F/9;F/9;N;1480;1508;ASL_2011_06_14_Brady39
Liz;WORTH;F/9;F/9;F/9;F/9;N;3245;3307;ASL_2008_02_0125
Naomi;WORTH;F/9;F/9;F/9;F/9;N;5020;5050;ASL_2008_08_1321
Brady;WORTH;F/9;F/9;F/9;F/9;N;5855;5894;ASL_2011_06_14_Brady37
Liz;IMPOSSIBLE;Y;B-L;Y;B-L;N;250;320;ASL_2008_02_0130
Tyler;IMPOSSIBLE;Y;B-L;Y;B-L;N;2885;2940;ASL_2008_05_29b4
Naomi;IMPOSSIBLE;Y;B-L;Y;B-L;N;6515;6555;ASL_2008_08_1324
Brady;IMPOSSIBLE;Y;B-L;Y;B-L;N;1718;1752;ASL_2011_06_14_Brady39
Dana;IMPRESS-1p;10;B-L;10;B-L;N;3131;3171;ASL_2007_05_2417
