BodyAcc;GravityAcc;BodyGyro;subject;Activity;time
a;b;c;26;WALKING;2010-01-01 14:07:33.120
a;b;c;26;WALKING;2010-01-01 14:07:35.680
a;b;c;26;WALKING;2010-01-01 14:07:38.240
a;b;c;26;WALKING;2010-01-01 14:07:40.800
a;b;c;26;WALKING;2010-01-01 14:07:43.360
a;b;c;26;WALKING;2010-01-01 14:07:45.920
a;b;c;26;WALKING;2010-01-01 14:07:48.480
a;b;c;26;WALKING;2010-01-01 14:07:51.040
a;b;c;26;WALKING;2010-01-01 14:07:53.600
a;b;c;26;WALKING;2010-01-01 14:07:56.160
a;b;c;26;WALKING;2010-01-01 14:07:58.720
a;b;c;26;WALKING;2010-01-01 14:08:01.280
a;b;c;26;WALKING;2010-01-01 14:08:03.840
a;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:06.400
a;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:08.960
a;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:11.520
c;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:14.080
a;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:16.640
a;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:19.200
a;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:21.760
c;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:24.320
c;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:26.880
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:29.440
c;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:32.000
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:34.560
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:37.120
c;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:39.680
c;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:42.240
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:44.800
c;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:08:47.360
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:08:49.920
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:08:52.480
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:08:55.040
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:08:57.600
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:00.160
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:02.720
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:05.280
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:07.840
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:10.400
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:12.960
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:15.520
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:18.080
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:20.640
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:23.200
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:25.760
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:28.320
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:30.880
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:33.440
c;b;c;26;WALKING_DOWNSTAIRS;2010-01-01 14:09:36.000
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:09:38.560
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:09:41.120
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:09:43.680
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:09:46.240
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:09:48.800
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:09:51.360
c;b;a;26;WALKING_DOWNSTAIRS;2010-01-01 14:09:53.920
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:56.480
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:09:59.040
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:10:01.600
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:10:04.160
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:10:06.720
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:10:09.280
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:10:11.840
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:10:14.400
a;b;c;26;WALKING_UPSTAIRS;2010-01-01 14:10:16.960
b;a;b;27;STANDING;2010-01-01 14:10:19.520
b;a;b;27;STANDING;2010-01-01 14:10:22.080
b;a;b;27;STANDING;2010-01-01 14:10:24.640
b;a;b;27;STANDING;2010-01-01 14:10:27.200
b;a;b;27;STANDING;2010-01-01 14:10:29.760
b;a;b;27;STANDING;2010-01-01 14:10:32.320
b;a;b;27;STANDING;2010-01-01 14:10:34.880
b;a;b;27;STANDING;2010-01-01 14:10:37.440
b;a;b;27;STANDING;2010-01-01 14:10:40.000
b;a;b;27;STANDING;2010-01-01 14:10:42.560
b;a;b;27;STANDING;2010-01-01 14:10:45.120
b;a;b;27;STANDING;2010-01-01 14:10:47.680
b;a;b;27;STANDING;2010-01-01 14:10:50.240
b;a;b;27;STANDING;2010-01-01 14:10:52.800
b;a;b;27;STANDING;2010-01-01 14:10:55.360
b;a;b;27;STANDING;2010-01-01 14:10:57.920
b;a;b;27;STANDING;2010-01-01 14:11:00.480
b;a;b;27;STANDING;2010-01-01 14:11:03.040
b;a;b;27;STANDING;2010-01-01 14:11:05.600
b;a;b;27;STANDING;2010-01-01 14:11:08.160
b;a;b;27;STANDING;2010-01-01 14:11:10.720
b;a;b;27;STANDING;2010-01-01 14:11:13.280
b;a;b;27;STANDING;2010-01-01 14:11:15.840
b;a;b;27;STANDING;2010-01-01 14:11:18.400
b;a;b;27;STANDING;2010-01-01 14:11:20.960
b;a;b;27;STANDING;2010-01-01 14:11:23.520
b;a;b;27;STANDING;2010-01-01 14:11:26.080
b;a;b;27;STANDING;2010-01-01 14:11:28.640
b;a;b;27;STANDING;2010-01-01 14:11:31.200
b;a;b;27;STANDING;2010-01-01 14:11:33.760
b;a;b;27;STANDING;2010-01-01 14:11:36.320
b;a;b;27;STANDING;2010-01-01 14:11:38.880
b;a;b;27;STANDING;2010-01-01 14:11:41.440
b;a;b;27;STANDING;2010-01-01 14:11:44.000
b;a;b;27;STANDING;2010-01-01 14:11:46.560
b;a;b;27;STANDING;2010-01-01 14:11:49.120
b;b;b;27;SITTING;2010-01-01 14:11:51.680
b;a;b;27;SITTING;2010-01-01 14:11:54.240
b;a;b;27;SITTING;2010-01-01 14:11:56.800
b;a;b;27;SITTING;2010-01-01 14:11:59.360
b;a;b;27;SITTING;2010-01-01 14:12:01.920
b;a;b;27;SITTING;2010-01-01 14:12:04.480
b;a;b;27;SITTING;2010-01-01 14:12:07.040
b;a;b;27;SITTING;2010-01-01 14:12:09.600
b;a;b;27;SITTING;2010-01-01 14:12:12.160
b;a;b;27;SITTING;2010-01-01 14:12:14.720
b;a;b;27;SITTING;2010-01-01 14:12:17.280
b;a;b;27;SITTING;2010-01-01 14:12:19.840
b;a;b;27;SITTING;2010-01-01 14:12:22.400
b;a;b;27;SITTING;2010-01-01 14:12:24.960
b;a;b;27;SITTING;2010-01-01 14:12:27.520
b;a;b;27;SITTING;2010-01-01 14:12:30.080
b;a;b;27;SITTING;2010-01-01 14:12:32.640
b;a;b;27;SITTING;2010-01-01 14:12:35.200
b;a;b;27;SITTING;2010-01-01 14:12:37.760
b;a;b;27;SITTING;2010-01-01 14:12:40.320
b;a;b;27;SITTING;2010-01-01 14:12:42.880
b;a;b;27;SITTING;2010-01-01 14:12:45.440
b;a;b;27;SITTING;2010-01-01 14:12:48.000
b;a;b;27;SITTING;2010-01-01 14:12:50.560
b;a;b;27;SITTING;2010-01-01 14:12:53.120
b;a;b;27;SITTING;2010-01-01 14:12:55.680
b;a;b;27;SITTING;2010-01-01 14:12:58.240
b;a;b;27;SITTING;2010-01-01 14:13:00.800
b;a;b;27;SITTING;2010-01-01 14:13:03.360
b;a;b;27;SITTING;2010-01-01 14:13:05.920
b;a;b;27;SITTING;2010-01-01 14:13:08.480
b;a;b;27;SITTING;2010-01-01 14:13:11.040
b;a;b;27;SITTING;2010-01-01 14:13:13.600
b;a;b;27;SITTING;2010-01-01 14:13:16.160
b;a;b;27;SITTING;2010-01-01 14:13:18.720
b;a;b;27;SITTING;2010-01-01 14:13:21.280
b;a;b;27;SITTING;2010-01-01 14:13:23.840
b;c;b;27;LAYING;2010-01-01 14:13:26.400
b;c;b;27;LAYING;2010-01-01 14:13:28.960
b;c;b;27;LAYING;2010-01-01 14:13:31.520
b;c;b;27;LAYING;2010-01-01 14:13:34.080
b;c;b;27;LAYING;2010-01-01 14:13:36.640
b;c;b;27;LAYING;2010-01-01 14:13:39.200
b;c;b;27;LAYING;2010-01-01 14:13:41.760
b;c;b;27;LAYING;2010-01-01 14:13:44.320
b;c;b;27;LAYING;2010-01-01 14:13:46.880
b;c;b;27;LAYING;2010-01-01 14:13:49.440
b;c;b;27;LAYING;2010-01-01 14:13:52.000
b;c;b;27;LAYING;2010-01-01 14:13:54.560
b;c;b;27;LAYING;2010-01-01 14:13:57.120
b;c;b;27;LAYING;2010-01-01 14:13:59.680
b;c;b;27;LAYING;2010-01-01 14:14:02.240
b;c;b;27;LAYING;2010-01-01 14:14:04.800
b;c;b;27;LAYING;2010-01-01 14:14:07.360
b;c;b;27;LAYING;2010-01-01 14:14:09.920
b;c;b;27;LAYING;2010-01-01 14:14:12.480
b;c;b;27;LAYING;2010-01-01 14:14:15.040
b;c;b;27;LAYING;2010-01-01 14:14:17.600
b;c;b;27;LAYING;2010-01-01 14:14:20.160
b;c;b;27;LAYING;2010-01-01 14:14:22.720
b;c;b;27;LAYING;2010-01-01 14:14:25.280
b;c;b;27;LAYING;2010-01-01 14:14:27.840
b;c;b;27;LAYING;2010-01-01 14:14:30.400
b;c;b;27;LAYING;2010-01-01 14:14:32.960
b;c;b;27;LAYING;2010-01-01 14:14:35.520
b;c;b;27;LAYING;2010-01-01 14:14:38.080
b;c;b;27;LAYING;2010-01-01 14:14:40.640
b;c;b;27;LAYING;2010-01-01 14:14:43.200
b;c;b;27;LAYING;2010-01-01 14:14:45.760
b;c;b;27;LAYING;2010-01-01 14:14:48.320
b;c;b;27;LAYING;2010-01-01 14:14:50.880
b;c;b;27;LAYING;2010-01-01 14:14:53.440
b;c;b;27;LAYING;2010-01-01 14:14:56.000
a;b;c;27;WALKING;2010-01-01 14:14:58.560
a;b;c;27;WALKING;2010-01-01 14:15:01.120
a;b;c;27;WALKING;2010-01-01 14:15:03.680
a;b;c;27;WALKING;2010-01-01 14:15:06.240
a;b;c;27;WALKING;2010-01-01 14:15:08.800
a;b;c;27;WALKING;2010-01-01 14:15:11.360
a;b;c;27;WALKING;2010-01-01 14:15:13.920
a;b;c;27;WALKING;2010-01-01 14:15:16.480
a;b;c;27;WALKING;2010-01-01 14:15:19.040
a;b;c;27;WALKING;2010-01-01 14:15:21.600
a;b;c;27;WALKING;2010-01-01 14:15:24.160
a;b;c;27;WALKING;2010-01-01 14:15:26.720
a;b;c;27;WALKING;2010-01-01 14:15:29.280
a;b;c;27;WALKING;2010-01-01 14:15:31.840
a;b;c;27;WALKING;2010-01-01 14:15:34.400
a;b;c;27;WALKING;2010-01-01 14:15:36.960
a;b;c;27;WALKING;2010-01-01 14:15:39.520
a;b;c;27;WALKING;2010-01-01 14:15:42.080
a;b;c;27;WALKING;2010-01-01 14:15:44.640
a;b;c;27;WALKING;2010-01-01 14:15:47.200
a;b;c;27;WALKING;2010-01-01 14:15:49.760
a;b;c;27;WALKING;2010-01-01 14:15:52.320
a;b;c;27;WALKING;2010-01-01 14:15:54.880
a;b;c;27;WALKING;2010-01-01 14:15:57.440
a;b;c;27;WALKING;2010-01-01 14:16:00.000
a;b;c;27;WALKING;2010-01-01 14:16:02.560
a;b;c;27;WALKING;2010-01-01 14:16:05.120
a;b;c;27;WALKING;2010-01-01 14:16:07.680
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:10.240
a;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:12.800
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:15.360
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:17.920
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:20.480
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:23.040
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:25.600
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:28.160
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:30.720
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:33.280
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:35.840
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:38.400
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:40.960
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:43.520
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:46.080
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:48.640
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:51.200
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:53.760
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:56.320
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:16:58.880
a;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:17:01.440
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:17:04.000
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:06.560
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:09.120
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:11.680
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:14.240
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:16.800
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:19.360
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:21.920
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:24.480
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:27.040
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:29.600
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:32.160
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:34.720
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:37.280
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:39.840
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:42.400
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:44.960
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:47.520
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:50.080
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:52.640
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:55.200
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:17:57.760
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:18:00.320
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:18:02.880
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:18:05.440
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:18:08.000
b;a;b;27;STANDING;2010-01-01 14:18:10.560
b;a;b;27;STANDING;2010-01-01 14:18:13.120
b;a;b;27;STANDING;2010-01-01 14:18:15.680
b;a;b;27;STANDING;2010-01-01 14:18:18.240
b;a;b;27;STANDING;2010-01-01 14:18:20.800
b;a;b;27;STANDING;2010-01-01 14:18:23.360
b;a;b;27;STANDING;2010-01-01 14:18:25.920
b;a;b;27;STANDING;2010-01-01 14:18:28.480
b;a;b;27;STANDING;2010-01-01 14:18:31.040
b;a;b;27;STANDING;2010-01-01 14:18:33.600
b;a;b;27;STANDING;2010-01-01 14:18:36.160
b;a;b;27;STANDING;2010-01-01 14:18:38.720
b;a;b;27;STANDING;2010-01-01 14:18:41.280
b;a;b;27;STANDING;2010-01-01 14:18:43.840
b;a;b;27;STANDING;2010-01-01 14:18:46.400
b;a;b;27;STANDING;2010-01-01 14:18:48.960
b;a;b;27;STANDING;2010-01-01 14:18:51.520
b;a;b;27;STANDING;2010-01-01 14:18:54.080
b;a;b;27;STANDING;2010-01-01 14:18:56.640
b;a;b;27;STANDING;2010-01-01 14:18:59.200
b;a;b;27;STANDING;2010-01-01 14:19:01.760
b;a;b;27;STANDING;2010-01-01 14:19:04.320
b;a;b;27;STANDING;2010-01-01 14:19:06.880
b;a;b;27;STANDING;2010-01-01 14:19:09.440
b;a;b;27;STANDING;2010-01-01 14:19:12.000
b;a;b;27;STANDING;2010-01-01 14:19:14.560
b;a;b;27;STANDING;2010-01-01 14:19:17.120
b;a;b;27;STANDING;2010-01-01 14:19:19.680
b;a;b;27;STANDING;2010-01-01 14:19:22.240
b;a;b;27;STANDING;2010-01-01 14:19:24.800
b;a;b;27;STANDING;2010-01-01 14:19:27.360
b;a;b;27;STANDING;2010-01-01 14:19:29.920
b;a;b;27;STANDING;2010-01-01 14:19:32.480
b;a;b;27;STANDING;2010-01-01 14:19:35.040
b;a;b;27;STANDING;2010-01-01 14:19:37.600
b;a;b;27;STANDING;2010-01-01 14:19:40.160
b;a;b;27;STANDING;2010-01-01 14:19:42.720
b;a;b;27;STANDING;2010-01-01 14:19:45.280
b;a;b;27;STANDING;2010-01-01 14:19:47.840
b;a;b;27;STANDING;2010-01-01 14:19:50.400
b;a;b;27;STANDING;2010-01-01 14:19:52.960
b;a;b;27;STANDING;2010-01-01 14:19:55.520
b;a;b;27;STANDING;2010-01-01 14:19:58.080
b;a;b;27;STANDING;2010-01-01 14:20:00.640
b;a;b;27;SITTING;2010-01-01 14:20:03.200
b;a;b;27;SITTING;2010-01-01 14:20:05.760
b;a;b;27;SITTING;2010-01-01 14:20:08.320
b;a;b;27;SITTING;2010-01-01 14:20:10.880
b;a;b;27;SITTING;2010-01-01 14:20:13.440
b;a;b;27;SITTING;2010-01-01 14:20:16.000
b;a;b;27;SITTING;2010-01-01 14:20:18.560
b;a;b;27;SITTING;2010-01-01 14:20:21.120
b;a;b;27;SITTING;2010-01-01 14:20:23.680
b;a;b;27;SITTING;2010-01-01 14:20:26.240
b;a;b;27;SITTING;2010-01-01 14:20:28.800
b;a;b;27;SITTING;2010-01-01 14:20:31.360
b;a;b;27;SITTING;2010-01-01 14:20:33.920
b;a;b;27;SITTING;2010-01-01 14:20:36.480
b;a;b;27;SITTING;2010-01-01 14:20:39.040
b;a;b;27;SITTING;2010-01-01 14:20:41.600
b;a;b;27;SITTING;2010-01-01 14:20:44.160
b;a;b;27;SITTING;2010-01-01 14:20:46.720
b;a;b;27;SITTING;2010-01-01 14:20:49.280
b;a;b;27;SITTING;2010-01-01 14:20:51.840
b;a;b;27;SITTING;2010-01-01 14:20:54.400
b;a;b;27;SITTING;2010-01-01 14:20:56.960
b;a;b;27;SITTING;2010-01-01 14:20:59.520
b;a;b;27;SITTING;2010-01-01 14:21:02.080
b;a;b;27;SITTING;2010-01-01 14:21:04.640
b;a;b;27;SITTING;2010-01-01 14:21:07.200
b;a;b;27;SITTING;2010-01-01 14:21:09.760
b;a;b;27;SITTING;2010-01-01 14:21:12.320
b;a;b;27;SITTING;2010-01-01 14:21:14.880
b;a;b;27;SITTING;2010-01-01 14:21:17.440
b;a;b;27;SITTING;2010-01-01 14:21:20.000
b;a;b;27;SITTING;2010-01-01 14:21:22.560
b;a;b;27;SITTING;2010-01-01 14:21:25.120
b;c;b;27;LAYING;2010-01-01 14:21:27.680
b;c;b;27;LAYING;2010-01-01 14:21:30.240
b;c;b;27;LAYING;2010-01-01 14:21:32.800
b;c;b;27;LAYING;2010-01-01 14:21:35.360
b;c;b;27;LAYING;2010-01-01 14:21:37.920
b;c;b;27;LAYING;2010-01-01 14:21:40.480
b;c;b;27;LAYING;2010-01-01 14:21:43.040
b;c;b;27;LAYING;2010-01-01 14:21:45.600
b;c;b;27;LAYING;2010-01-01 14:21:48.160
b;c;b;27;LAYING;2010-01-01 14:21:50.720
b;c;b;27;LAYING;2010-01-01 14:21:53.280
b;c;b;27;LAYING;2010-01-01 14:21:55.840
b;c;b;27;LAYING;2010-01-01 14:21:58.400
b;c;b;27;LAYING;2010-01-01 14:22:00.960
b;c;b;27;LAYING;2010-01-01 14:22:03.520
b;c;b;27;LAYING;2010-01-01 14:22:06.080
b;c;b;27;LAYING;2010-01-01 14:22:08.640
b;c;b;27;LAYING;2010-01-01 14:22:11.200
b;c;b;27;LAYING;2010-01-01 14:22:13.760
b;c;b;27;LAYING;2010-01-01 14:22:16.320
b;c;b;27;LAYING;2010-01-01 14:22:18.880
b;c;b;27;LAYING;2010-01-01 14:22:21.440
b;c;b;27;LAYING;2010-01-01 14:22:24.000
b;c;b;27;LAYING;2010-01-01 14:22:26.560
b;c;b;27;LAYING;2010-01-01 14:22:29.120
b;c;b;27;LAYING;2010-01-01 14:22:31.680
b;c;b;27;LAYING;2010-01-01 14:22:34.240
b;c;b;27;LAYING;2010-01-01 14:22:36.800
b;c;b;27;LAYING;2010-01-01 14:22:39.360
b;c;b;27;LAYING;2010-01-01 14:22:41.920
b;c;b;27;LAYING;2010-01-01 14:22:44.480
b;c;b;27;LAYING;2010-01-01 14:22:47.040
b;c;b;27;LAYING;2010-01-01 14:22:49.600
b;c;b;27;LAYING;2010-01-01 14:22:52.160
b;c;b;27;LAYING;2010-01-01 14:22:54.720
b;c;b;27;LAYING;2010-01-01 14:22:57.280
b;c;b;27;LAYING;2010-01-01 14:22:59.840
b;c;b;27;LAYING;2010-01-01 14:23:02.400
a;b;c;27;WALKING;2010-01-01 14:23:04.960
a;b;c;27;WALKING;2010-01-01 14:23:07.520
a;b;c;27;WALKING;2010-01-01 14:23:10.080
c;b;c;27;WALKING;2010-01-01 14:23:12.640
a;b;c;27;WALKING;2010-01-01 14:23:15.200
a;b;c;27;WALKING;2010-01-01 14:23:17.760
a;b;c;27;WALKING;2010-01-01 14:23:20.320
a;b;c;27;WALKING;2010-01-01 14:23:22.880
a;b;c;27;WALKING;2010-01-01 14:23:25.440
a;b;c;27;WALKING;2010-01-01 14:23:28.000
a;b;c;27;WALKING;2010-01-01 14:23:30.560
a;b;c;27;WALKING;2010-01-01 14:23:33.120
a;b;c;27;WALKING;2010-01-01 14:23:35.680
a;b;c;27;WALKING;2010-01-01 14:23:38.240
a;b;c;27;WALKING;2010-01-01 14:23:40.800
a;b;c;27;WALKING;2010-01-01 14:23:43.360
a;b;c;27;WALKING;2010-01-01 14:23:45.920
a;b;c;27;WALKING;2010-01-01 14:23:48.480
a;b;c;27;WALKING;2010-01-01 14:23:51.040
a;b;c;27;WALKING;2010-01-01 14:23:53.600
a;b;c;27;WALKING;2010-01-01 14:23:56.160
a;b;c;27;WALKING;2010-01-01 14:23:58.720
a;b;c;27;WALKING;2010-01-01 14:24:01.280
a;b;c;27;WALKING;2010-01-01 14:24:03.840
a;b;c;27;WALKING;2010-01-01 14:24:06.400
a;b;c;27;WALKING;2010-01-01 14:24:08.960
a;b;c;27;WALKING;2010-01-01 14:24:11.520
a;b;c;27;WALKING;2010-01-01 14:24:14.080
a;b;c;27;WALKING;2010-01-01 14:24:16.640
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:19.200
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:21.760
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:24.320
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:26.880
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:29.440
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:32.000
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:34.560
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:37.120
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:39.680
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:42.240
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:44.800
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:47.360
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:49.920
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:52.480
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:55.040
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:24:57.600
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:25:00.160
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:25:02.720
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:25:05.280
c;b;a;27;WALKING_DOWNSTAIRS;2010-01-01 14:25:07.840
a;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:25:10.400
c;b;c;27;WALKING_DOWNSTAIRS;2010-01-01 14:25:12.960
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:15.520
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:18.080
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:20.640
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:23.200
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:25.760
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:28.320
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:30.880
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:33.440
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:36.000
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:38.560
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:41.120
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:43.680
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:46.240
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:48.800
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:51.360
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:53.920
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:56.480
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:25:59.040
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:26:01.600
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:26:04.160
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:26:06.720
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:26:09.280
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:26:11.840
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:26:14.400
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:26:16.960
a;b;c;27;WALKING_UPSTAIRS;2010-01-01 14:26:19.520
b;a;b;28;STANDING;2010-01-01 14:26:22.080
b;a;b;28;STANDING;2010-01-01 14:26:24.640
b;a;b;28;STANDING;2010-01-01 14:26:27.200
b;a;b;28;STANDING;2010-01-01 14:26:29.760
b;a;b;28;STANDING;2010-01-01 14:26:32.320
